Region,Station,Date,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Latitude,Longitude
East,Paya Lebar,17/7/2020,0,NA,NA,NA,29.6,33.2,26.8,6.5,31.5,1.3571,103.9037
East,Paya Lebar,18/7/2020,0,NA,NA,NA,28.7,32.5,26.3,5.2,25.9,1.3571,103.9037
East,Paya Lebar,19/7/2020,0,NA,NA,NA,29.1,32.6,26.5,5.9,25.9,1.3571,103.9037
East,Paya Lebar,20/7/2020,0,NA,NA,NA,29.8,34,27.4,7.7,29.6,1.3571,103.9037
East,Paya Lebar,21/7/2020,0.2,NA,NA,NA,29.4,32.7,27.2,7.8,NA,1.3571,103.9037
East,Paya Lebar,22/7/2020,41,NA,NA,NA,28.2,30.5,24.4,5.4,NA,1.3571,103.9037
East,Paya Lebar,23/7/2020,3.4,NA,NA,NA,28.2,31.1,25,7.4,33.3,1.3571,103.9037
East,Paya Lebar,24/7/2020,27.8,NA,NA,NA,27.6,30.4,24,5.8,37,1.3571,103.9037
East,Paya Lebar,25/7/2020,1.3,NA,NA,NA,27.7,31.5,25.7,6.4,33.3,1.3571,103.9037
East,Paya Lebar,26/7/2020,16.9,NA,NA,NA,27.9,31.3,24.2,8.6,42.6,1.3571,103.9037
East,Paya Lebar,27/7/2020,27.5,NA,NA,NA,27,29.7,22.7,7.5,46.3,1.3571,103.9037
East,Paya Lebar,28/7/2020,0,NA,NA,NA,28.4,30.8,25.6,8.2,31.5,1.3571,103.9037
East,Paya Lebar,29/7/2020,14.3,NA,NA,NA,26.6,28.9,24,5.3,40.7,1.3571,103.9037
East,Paya Lebar,30/7/2020,0.4,NA,NA,NA,28.5,31.9,25.8,7.6,27.8,1.3571,103.9037
East,Paya Lebar,31/7/2020,1.8,NA,NA,NA,29,31.9,24.8,9.8,25.9,1.3571,103.9037
East,Paya Lebar,1/8/2020,0,NA,NA,NA,28.6,32.4,26,19.4,46.4,1.3571,103.9037
East,Paya Lebar,2/8/2020,0,NA,NA,NA,28.3,31.8,25.3,14.4,33.5,1.3571,103.9037
East,Paya Lebar,3/8/2020,8.2,NA,NA,NA,28.8,33.9,25.3,7.6,20.5,1.3571,103.9037
East,Paya Lebar,4/8/2020,8.9,NA,NA,NA,28.7,34.8,24.8,6.7,35.2,1.3571,103.9037
East,Paya Lebar,5/8/2020,56.1,NA,NA,NA,29.7,34.2,24.5,9,31.5,1.3571,103.9037
East,Paya Lebar,6/8/2020,1,NA,NA,NA,29.6,33.5,27.5,3.5,40.7,1.3571,103.9037
East,Paya Lebar,7/8/2020,24.1,NA,NA,NA,27.7,31,25,4.2,22.2,1.3571,103.9037
East,Paya Lebar,8/8/2020,0,NA,NA,NA,30.2,33.5,28.1,10.4,27.8,1.3571,103.9037
East,Paya Lebar,9/8/2020,0,NA,NA,NA,28.8,32.4,27,8.6,37,1.3571,103.9037
East,Paya Lebar,10/8/2020,6.7,NA,NA,NA,28.2,32.7,25,9.7,38.9,1.3571,103.9037
East,Paya Lebar,11/8/2020,11.2,7.8,8.4,9.4,27,30.6,24.6,3.2,38.9,1.3571,103.9037
East,Paya Lebar,12/8/2020,3.7,2.8,2.8,2.8,28.9,34.4,25.9,14.9,35.2,1.3571,103.9037
East,Paya Lebar,13/8/2020,54.3,NA,NA,NA,29,33,24.2,9.3,22.2,1.3571,103.9037
East,Paya Lebar,14/8/2020,60.5,NA,NA,NA,26.4,29.2,23.4,5.9,33.3,1.3571,103.9037
East,Paya Lebar,15/8/2020,0,NA,NA,NA,28.4,31.9,25.3,4.6,24.1,1.3571,103.9037
East,Paya Lebar,16/8/2020,1.4,NA,NA,NA,28.3,30.2,26.3,9,35.2,1.3571,103.9037
East,Paya Lebar,17/8/2020,57.2,NA,NA,NA,27.5,31.1,23.3,5.6,31.5,1.3571,103.9037
East,Paya Lebar,18/8/2020,11.9,NA,NA,NA,27.4,29.9,25.2,7.1,35.2,1.3571,103.9037
East,Paya Lebar,19/8/2020,2.5,NA,NA,NA,28.4,31.7,25.8,5.5,31.5,1.3571,103.9037
East,Paya Lebar,20/8/2020,4.8,NA,NA,NA,28.3,31.4,26.2,7.7,31.5,1.3571,103.9037
East,Paya Lebar,21/8/2020,0,0,0,0,29.8,33.1,27.6,10.2,37,1.3571,103.9037
East,Paya Lebar,22/8/2020,6.1,5.6,5.6,5.8,28.1,32.7,25,6.3,24.1,1.3571,103.9037
East,Paya Lebar,23/8/2020,15.7,NA,NA,NA,25.9,27.8,23.4,3.7,35.2,1.3571,103.9037
East,Paya Lebar,24/8/2020,0,NA,NA,NA,28.6,33.5,24.7,5.7,NA,1.3571,103.9037
East,Paya Lebar,25/8/2020,0,0,0,0,28.4,32.1,NA,7.7,42.6,1.3571,103.9037
East,Paya Lebar,26/8/2020,2.1,NA,NA,NA,27.4,31.7,24.4,11.4,38.9,1.3571,103.9037
East,Paya Lebar,27/8/2020,0,NA,NA,NA,28.3,30.8,24.5,10.3,35.2,1.3571,103.9037
East,Paya Lebar,28/8/2020,0,NA,NA,NA,29.3,32.5,27.3,11.3,42.6,1.3571,103.9037
East,Paya Lebar,29/8/2020,2.7,NA,NA,NA,27.5,31.3,NA,5.9,38.9,1.3571,103.9037
East,Paya Lebar,30/8/2020,0,NA,NA,NA,29,32.7,27.1,9.6,33.3,1.3571,103.9037
East,Paya Lebar,31/8/2020,1.1,NA,NA,NA,29.1,32.2,27.5,8.9,35.2,1.3571,103.9037
East,Paya Lebar,1/9/2020,0,NA,NA,NA,28.6,32.4,26.1,19.1,42.5,1.3571,103.9037
East,Paya Lebar,2/9/2020,6,NA,NA,NA,27.3,30.4,23.6,11.5,42.5,1.3571,103.9037
East,Paya Lebar,3/9/2020,1,NA,NA,NA,29.2,34,25.6,6.5,25.9,1.3571,103.9037
East,Paya Lebar,4/9/2020,0,NA,NA,NA,29.7,35,25.7,7.9,31.5,1.3571,103.9037
East,Paya Lebar,5/9/2020,4.4,NA,NA,NA,30.9,34.4,28.1,10.8,25.9,1.3571,103.9037
East,Paya Lebar,6/9/2020,0,NA,NA,NA,30,33,27.8,8.6,35.2,1.3571,103.9037
East,Paya Lebar,7/9/2020,4.1,NA,NA,NA,26.2,28,24.8,9.7,25.9,1.3571,103.9037
East,Paya Lebar,8/9/2020,0,NA,NA,NA,30.3,33.7,28.2,10,25.9,1.3571,103.9037
East,Paya Lebar,9/9/2020,0,NA,NA,NA,29.3,34,27.2,6.1,33.3,1.3571,103.9037
East,Paya Lebar,10/9/2020,0,NA,NA,NA,28.6,30.3,23.8,10.6,24.1,1.3571,103.9037
East,Paya Lebar,11/9/2020,0.3,0.2,0.2,0.2,27.8,31.4,25.3,5.2,20.4,1.3571,103.9037
East,Paya Lebar,12/9/2020,21.6,15.6,20.6,21.2,28.1,33.5,24.3,8.9,31.5,1.3571,103.9037
East,Paya Lebar,13/9/2020,42.2,NA,NA,NA,25.1,27.2,22,4.4,46.3,1.3571,103.9037
East,Paya Lebar,14/9/2020,7.3,NA,NA,NA,25.8,29,23.8,4.2,40.7,1.3571,103.9037
East,Paya Lebar,15/9/2020,0,NA,NA,NA,28.3,31.7,21.8,6.3,27.8,1.3571,103.9037
East,Paya Lebar,16/9/2020,15.3,NA,NA,NA,27.2,31.1,22.2,9.7,53.7,1.3571,103.9037
East,Paya Lebar,17/9/2020,0,NA,NA,NA,28.7,33.8,26.6,9,40.7,1.3571,103.9037
East,Paya Lebar,18/9/2020,0,NA,NA,NA,29.5,32.9,25.6,11.5,37,1.3571,103.9037
East,Paya Lebar,19/9/2020,3.9,NA,NA,NA,29.2,33.5,24.5,10.5,33.3,1.3571,103.9037
East,Paya Lebar,20/9/2020,0.4,NA,NA,NA,29.7,32.6,27,7.5,NA,1.3571,103.9037
East,Paya Lebar,21/9/2020,5.1,NA,NA,NA,27,29.4,25.3,6.1,25.9,1.3571,103.9037
East,Paya Lebar,22/9/2020,0,NA,NA,NA,28.2,32.2,25.8,7,27.8,1.3571,103.9037
East,Paya Lebar,23/9/2020,0,NA,NA,NA,29.5,33.8,24.6,6.3,27.8,1.3571,103.9037
East,Paya Lebar,24/9/2020,16.9,NA,NA,NA,29.1,32.3,25.2,9,29.6,1.3571,103.9037
East,Paya Lebar,25/9/2020,3.3,NA,NA,NA,29.3,33.2,23.7,6.8,50,1.3571,103.9037
East,Paya Lebar,26/9/2020,46.5,NA,NA,NA,26.7,30,23.4,10.6,31.5,1.3571,103.9037
East,Paya Lebar,27/9/2020,7.3,NA,NA,NA,27.2,29.9,23.8,9.1,27.8,1.3571,103.9037
East,Paya Lebar,28/9/2020,0,0,0,0,29.1,31.8,25.1,8.3,35.2,1.3571,103.9037
East,Paya Lebar,29/9/2020,2.2,NA,NA,NA,27.8,29.6,25,7.5,38.9,1.3571,103.9037
East,Paya Lebar,30/9/2020,0,NA,NA,NA,28.7,32.7,25.1,6.4,29.6,1.3571,103.9037
East,Paya Lebar,1/10/2020,1.1,NA,NA,NA,27.9,32,24.8,11.9,48.2,1.3571,103.9037
East,Paya Lebar,2/10/2020,0.5,NA,NA,NA,27.8,33.2,24.2,9.7,33.5,1.3571,103.9037
East,Paya Lebar,3/10/2020,0,NA,NA,NA,29.9,34.2,26.2,9,35.3,1.3571,103.9037
East,Paya Lebar,4/10/2020,0,NA,NA,NA,29.8,34.5,26.1,6.6,22.2,1.3571,103.9037
East,Paya Lebar,5/10/2020,1.7,NA,NA,NA,30,32.7,27.8,7.6,37,1.3571,103.9037
East,Paya Lebar,6/10/2020,23.2,NA,NA,NA,29.7,33.1,25.3,9.2,38.9,1.3571,103.9037
East,Paya Lebar,7/10/2020,0,NA,NA,NA,27.6,30.7,25.3,3.9,18.5,1.3571,103.9037
East,Paya Lebar,8/10/2020,0,NA,NA,NA,30.4,33.1,28.3,12,29.6,1.3571,103.9037
East,Paya Lebar,9/10/2020,0.5,NA,NA,NA,28.7,30.9,25.5,7.5,31.5,1.3571,103.9037
East,Paya Lebar,10/10/2020,10.4,NA,NA,NA,28.2,29.6,24.6,8.6,53.7,1.3571,103.9037
East,Paya Lebar,11/10/2020,9.9,3.4,4.4,5.6,27.5,29.9,24.5,2.8,25.9,1.3571,103.9037
East,Paya Lebar,12/10/2020,6.1,2.4,3.4,5.8,27.6,34,24.6,7.4,25.9,1.3571,103.9037
East,Paya Lebar,13/10/2020,0,NA,NA,NA,29.9,32.7,27.9,10.1,33.3,1.3571,103.9037
East,Paya Lebar,14/10/2020,2,NA,NA,NA,29.7,31.6,25.4,10.4,38.9,1.3571,103.9037
East,Paya Lebar,15/10/2020,2.1,NA,NA,NA,29.1,32.8,25.5,11.9,40.7,1.3571,103.9037
East,Paya Lebar,16/10/2020,4.4,NA,NA,NA,29.6,33.2,25.7,12.2,35.2,1.3571,103.9037
East,Paya Lebar,17/10/2020,0,NA,NA,NA,30.4,33.6,27.8,9.9,29.6,1.3571,103.9037
East,Paya Lebar,18/10/2020,2.9,NA,NA,NA,28.8,31.6,24.6,7.3,37,1.3571,103.9037
East,Paya Lebar,19/10/2020,0,NA,NA,NA,29.7,32.7,26.2,7.5,38.9,1.3571,103.9037
East,Paya Lebar,20/10/2020,0,NA,NA,NA,28.8,31.2,26.8,3.5,31.5,1.3571,103.9037
East,Paya Lebar,21/10/2020,0.6,NA,NA,NA,29.6,33.3,25.3,7.3,31.5,1.3571,103.9037
East,Paya Lebar,22/10/2020,8,NA,NA,NA,28.1,32.2,24.4,11,38.9,1.3571,103.9037
East,Paya Lebar,23/10/2020,3.2,NA,NA,NA,29.5,33.1,26.8,6.1,25.9,1.3571,103.9037
East,Paya Lebar,24/10/2020,0.4,NA,NA,NA,28.4,30.2,24.2,4.2,22.2,1.3571,103.9037
East,Paya Lebar,25/10/2020,9.8,NA,NA,NA,29.3,33.7,24.6,7.9,38.9,1.3571,103.9037
East,Paya Lebar,26/10/2020,7.7,NA,NA,NA,27.9,29.5,24.9,5.5,25.9,1.3571,103.9037
East,Paya Lebar,27/10/2020,0.8,NA,NA,NA,30.5,34.6,27.2,6.2,40.7,1.3571,103.9037
East,Paya Lebar,28/10/2020,1.9,NA,NA,NA,28.5,31,25.7,5.4,25.9,1.3571,103.9037
East,Paya Lebar,29/10/2020,1.7,NA,NA,NA,28.8,32.8,25.6,6.6,27.8,1.3571,103.9037
East,Paya Lebar,30/10/2020,0,NA,NA,NA,29.5,34.3,26.3,5.3,33.3,1.3571,103.9037
East,Paya Lebar,31/10/2020,32.6,NA,NA,NA,28.1,33.9,25.1,6.5,33.3,1.3571,103.9037
East,Paya Lebar,1/11/2020,0,NA,NA,NA,28.4,31.8,25.4,11.9,25.9,1.3571,103.9037
East,Paya Lebar,2/11/2020,55.7,NA,NA,NA,27.5,31,24.8,9.7,31.3,1.3571,103.9037
East,Paya Lebar,3/11/2020,21.4,NA,NA,NA,29.4,35.4,26,9.7,33.5,1.3571,103.9037
East,Paya Lebar,4/11/2020,0,NA,NA,NA,29.7,34.2,26.8,6.9,25.9,1.3571,103.9037
East,Paya Lebar,5/11/2020,23.1,NA,NA,NA,29.8,32.6,25.5,7.3,35.2,1.3571,103.9037
East,Paya Lebar,6/11/2020,3.9,NA,NA,NA,29.3,34.8,26.3,4.1,22.2,1.3571,103.9037
East,Paya Lebar,7/11/2020,2.2,NA,NA,NA,27.9,30,24.7,4.4,18.5,1.3571,103.9037
East,Paya Lebar,8/11/2020,0.1,NA,NA,NA,30.3,33.2,28.4,9.9,29.6,1.3571,103.9037
East,Paya Lebar,9/11/2020,5.4,NA,NA,NA,28.6,33,25.3,10.3,33.3,1.3571,103.9037
East,Paya Lebar,10/11/2020,2.6,NA,NA,NA,28.4,31.7,25.2,12.7,40.7,1.3571,103.9037
East,Paya Lebar,11/11/2020,0,0,0,0,29,32,25.8,5.4,29.6,1.3571,103.9037
East,Paya Lebar,12/11/2020,0.2,0.4,0.4,0.4,28.7,33.4,24.8,7.3,33.3,1.3571,103.9037
East,Paya Lebar,13/11/2020,0,0,0,0,30.1,34.7,27.1,8.8,27.8,1.3571,103.9037
East,Paya Lebar,14/11/2020,0.4,0.2,0.2,0.4,29.1,32.1,26.9,7.9,27.8,1.3571,103.9037
East,Paya Lebar,15/11/2020,24,3.8,5.6,6,27.7,32.6,24.9,7.4,29.6,1.3571,103.9037
East,Paya Lebar,16/11/2020,10.7,2.2,3.8,7,28.3,33,25.4,13.2,38.9,1.3571,103.9037
East,Paya Lebar,17/11/2020,19,10.4,11.2,11.8,27.8,33.8,25.9,6.9,44.4,1.3571,103.9037
East,Paya Lebar,18/11/2020,0,0,0,0,29.4,33.8,25.8,5.6,22.2,1.3571,103.9037
East,Paya Lebar,19/11/2020,2,2.4,2.4,2.4,28.6,32.2,26.3,4.6,25.9,1.3571,103.9037
East,Paya Lebar,20/11/2020,0,0,0,0,28.7,33.7,26.3,4.6,24.1,1.3571,103.9037
East,Paya Lebar,21/11/2020,25.2,15.6,18.2,19,27.6,34,24.7,6.6,33.3,1.3571,103.9037
East,Paya Lebar,22/11/2020,49.1,29.8,33.4,36.6,26.8,33.2,24.6,4.9,37,1.3571,103.9037
East,Paya Lebar,23/11/2020,57.3,40.6,43.8,44,26.4,29.7,24,4.1,33.3,1.3571,103.9037
East,Paya Lebar,24/11/2020,0.1,0.2,0.2,0.2,26.6,28.8,25.2,4.1,16.7,1.3571,103.9037
East,Paya Lebar,25/11/2020,0,0,0,0,27.1,30.4,25.4,6.6,18.5,1.3571,103.9037
East,Paya Lebar,26/11/2020,2,0.8,1.2,1.8,26.9,28.5,25.3,4.3,14.8,1.3571,103.9037
East,Paya Lebar,27/11/2020,0.1,0.2,0.2,0.2,28.1,32.3,24,4.7,22.2,1.3571,103.9037
East,Paya Lebar,28/11/2020,6,3,3.4,4.8,27.1,30.2,24.2,3.2,22.2,1.3571,103.9037
East,Paya Lebar,29/11/2020,0,0,0,0,28.5,32.8,25.9,7.7,24.1,1.3571,103.9037
East,Paya Lebar,30/11/2020,10.6,10.4,10.6,10.6,27.7,32.1,24.6,4.8,55.6,1.3571,103.9037
East,Paya Lebar,1/12/2020,0.7,NA,NA,NA,28.2,33.5,25,10.4,29.5,1.3571,103.9037
East,Paya Lebar,2/12/2020,11.4,NA,NA,NA,28.2,32.3,25.7,10.4,31.3,1.3571,103.9037
East,Paya Lebar,3/12/2020,0,NA,NA,NA,29.5,34,25.8,14.8,35.3,1.3571,103.9037
East,Paya Lebar,4/12/2020,0.1,NA,NA,NA,29.7,33.4,27.2,7.2,24.1,1.3571,103.9037
East,Paya Lebar,5/12/2020,0,NA,NA,NA,30.3,33.3,25.1,6.9,31.5,1.3571,103.9037
East,Paya Lebar,6/12/2020,4.3,NA,NA,NA,29.3,31.9,24.3,6.1,22.2,1.3571,103.9037
East,Paya Lebar,7/12/2020,1,NA,NA,NA,28.8,31.7,26.2,9.4,40.7,1.3571,103.9037
East,Paya Lebar,8/12/2020,0.1,NA,NA,NA,28.6,31.7,23.5,7.6,33.3,1.3571,103.9037
East,Paya Lebar,9/12/2020,7.8,NA,NA,NA,26.9,30.5,24,6.7,40.7,1.3571,103.9037
East,Paya Lebar,10/12/2020,0,NA,NA,NA,28.9,31,27.3,18.4,38.9,1.3571,103.9037
East,Paya Lebar,11/12/2020,0,0,0,0,30.3,34.9,27.8,8.3,25.9,1.3571,103.9037
East,Paya Lebar,12/12/2020,35.1,19.6,26.2,30,27.2,33.2,22.7,9.3,74.1,1.3571,103.9037
East,Paya Lebar,13/12/2020,1.6,0.8,1,1,27.8,32.5,24.8,7.3,25.9,1.3571,103.9037
East,Paya Lebar,14/12/2020,27.8,15.2,17.6,19.8,27,33.1,24,7.9,29.6,1.3571,103.9037
East,Paya Lebar,15/12/2020,8.8,6.6,6.6,7.6,27.1,32.8,24.9,4.6,31.5,1.3571,103.9037
East,Paya Lebar,16/12/2020,18.8,10.4,10.6,10.8,26.9,30.8,24.6,4.3,31.5,1.3571,103.9037
East,Paya Lebar,17/12/2020,6.2,7.4,7.4,7.4,27.1,32.6,23.9,6.1,27.8,1.3571,103.9037
East,Paya Lebar,18/12/2020,4.8,1.6,2.6,3.6,26,28.3,23.7,7.3,35.2,1.3571,103.9037
East,Paya Lebar,19/12/2020,0,0,0,0,27.2,30.6,24.8,10.7,31.5,1.3571,103.9037
East,Paya Lebar,20/12/2020,1.7,2.2,3.2,3.2,27.5,32.2,25.4,11.6,31.5,1.3571,103.9037
East,Paya Lebar,21/12/2020,2.7,4,4,4,28.1,32,NA,8.1,40.7,1.3571,103.9037
East,Paya Lebar,22/12/2020,3.2,2.2,2.2,2.2,28.4,33.6,25.5,11.1,31.5,1.3571,103.9037
East,Paya Lebar,23/12/2020,0.8,0.6,0.6,0.8,28.4,32.4,25.6,8.4,31.5,1.3571,103.9037
East,Paya Lebar,24/12/2020,18.9,12.6,19.8,20.6,27.4,30.3,24.1,6.1,27.8,1.3571,103.9037
East,Paya Lebar,25/12/2020,11.7,15.2,15.6,15.8,28.7,33.7,26.1,5.6,29.6,1.3571,103.9037
East,Paya Lebar,26/12/2020,43.4,31.2,41.4,43,27.9,33,23.3,10.4,29.6,1.3571,103.9037
East,Paya Lebar,27/12/2020,12.4,11.4,12.2,12.2,27.1,33,23.9,9.1,31.5,1.3571,103.9037
East,Paya Lebar,28/12/2020,0.2,0.2,0.2,0.2,28.3,32.6,25.4,13.7,33.3,1.3571,103.9037
East,Paya Lebar,29/12/2020,9,9,9,9,26.9,31.5,24.7,8.4,27.8,1.3571,103.9037
East,Paya Lebar,30/12/2020,0,0,0,0.2,28.2,33.2,24.9,11.9,37,1.3571,103.9037
East,Paya Lebar,31/12/2020,0.8,0.8,0.8,0.8,27.7,32.2,24.7,11.9,29.6,1.3571,103.9037
East,Paya Lebar,1/1/2021,116,19.6,38.8,52.8,24.5,26.8,21.7,12.3,48.2,1.3571,103.9037
East,Paya Lebar,2/1/2021,0,0,0,0,27.5,31.4,25.3,18.8,38.9,1.3571,103.9037
East,Paya Lebar,3/1/2021,0,0,0,0,28.6,34.4,24.5,10.6,38.9,1.3571,103.9037
East,Paya Lebar,4/1/2021,0,0,0,0,30.8,35.1,27.3,10.7,31.5,1.3571,103.9037
East,Paya Lebar,5/1/2021,3.8,3.2,3.2,3.2,28.4,33.3,25.7,6.5,35.2,1.3571,103.9037
East,Paya Lebar,6/1/2021,0,0,0,0,29.3,33.1,27,7.9,37,1.3571,103.9037
East,Paya Lebar,7/1/2021,0,0,0,0,29.6,32.4,28.1,14.1,38.9,1.3571,103.9037
East,Paya Lebar,8/1/2021,30.6,18.2,28.2,30.6,27.5,31.4,23.3,6.9,46.3,1.3571,103.9037
East,Paya Lebar,9/1/2021,1.6,0.8,1.2,1.4,28.5,32.8,24.9,14.7,42.6,1.3571,103.9037
East,Paya Lebar,10/1/2021,23,5.2,9.2,14.4,27,31.1,23.5,12.3,57.4,1.3571,103.9037
East,Paya Lebar,11/1/2021,2.4,2,2.2,2.4,26.9,32.7,24.9,4.2,24.1,1.3571,103.9037
East,Paya Lebar,12/1/2021,0,0,0,0,30.1,33.7,26.5,9.9,35.2,1.3571,103.9037
East,Paya Lebar,13/1/2021,2.4,0.8,0.8,1.2,25.6,27.8,23.7,14.5,48.2,1.3571,103.9037
East,Paya Lebar,14/1/2021,0,0,0,0,26.5,30.2,23.7,15,37,1.3571,103.9037
East,Paya Lebar,15/1/2021,0,0,0,0,27.5,32.2,24.4,13.4,33.3,1.3571,103.9037
East,Paya Lebar,16/1/2021,0,0,0,0,27.4,31.9,24.9,13,25.9,1.3571,103.9037
East,Paya Lebar,17/1/2021,0,0,0,0,27.7,32,25,21.1,44.4,1.3571,103.9037
East,Paya Lebar,18/1/2021,0,0,0,0,26.8,29.5,24.6,24.4,53.7,1.3571,103.9037
East,Paya Lebar,19/1/2021,0,0,0,0,26.8,30.7,24.3,18.4,37,1.3571,103.9037
East,Paya Lebar,20/1/2021,0,0,0,0,26.8,30.4,24.1,15.3,35.2,1.3571,103.9037
East,Paya Lebar,21/1/2021,10.8,5.8,9,10.6,26.8,32.1,23.5,12.1,31.5,1.3571,103.9037
East,Paya Lebar,22/1/2021,18.6,18,18.6,18.6,26.3,31.3,24.2,7,24.1,1.3571,103.9037
East,Paya Lebar,23/1/2021,46.2,27.8,42.4,45.8,26.1,31.5,22.1,9.3,38.9,1.3571,103.9037
East,Paya Lebar,24/1/2021,0,0,0,0,27.1,31.8,23.7,12.5,33.3,1.3571,103.9037
East,Paya Lebar,25/1/2021,5.2,3.6,3.6,4.4,27.5,32.7,24.8,12.6,29.6,1.3571,103.9037
East,Paya Lebar,26/1/2021,0,0,0,0,NA,32.7,24.8,NA,31.5,1.3571,103.9037
East,Paya Lebar,27/1/2021,0,0,0,0,27.5,31.4,24.9,12.7,27.8,1.3571,103.9037
East,Paya Lebar,28/1/2021,29.2,20.6,21.4,26.2,26.3,31,23.1,12.4,50,1.3571,103.9037
East,Paya Lebar,29/1/2021,0,0,0,0,27.3,32,24.3,18,40.7,1.3571,103.9037
East,Paya Lebar,30/1/2021,0,0,0,0,27.3,31.7,24.3,17.8,44.4,1.3571,103.9037
East,Paya Lebar,31/1/2021,0.6,0.4,0.4,0.4,26.8,30.9,24.2,15.9,37,1.3571,103.9037
East,Paya Lebar,1/2/2021,169.2,20.6,29.8,58.2,23.2,24.5,21.6,8.9,38.9,1.3571,103.9037
East,Paya Lebar,2/2/2021,0,0,0,0,27.5,31.1,25.2,18.1,40.7,1.3571,103.9037
East,Paya Lebar,3/2/2021,0,0,0,0,28.6,34.3,25,15.7,38.9,1.3571,103.9037
East,Paya Lebar,4/2/2021,57,32.6,47.4,50.8,28.8,35,24,7.9,31.5,1.3571,103.9037
East,Paya Lebar,5/2/2021,0,0,0,0.6,29.6,35,25.5,8.3,31.5,1.3571,103.9037
East,Paya Lebar,6/2/2021,5.4,5.2,5.2,5.2,29,32.1,25.3,7.8,57.4,1.3571,103.9037
East,Paya Lebar,7/2/2021,0,0,0,0,29,33.3,26.5,8,35.2,1.3571,103.9037
East,Paya Lebar,8/2/2021,0,0,0,0,28.7,33.4,25.6,8.5,31.5,1.3571,103.9037
East,Paya Lebar,9/2/2021,61.2,25.6,39,51.2,NA,27.9,23.1,NA,44.4,1.3571,103.9037
East,Paya Lebar,10/2/2021,2.6,2.4,2.6,2.6,26.4,29.4,23.3,5.3,27.8,1.3571,103.9037
East,Paya Lebar,11/2/2021,60,35.8,52.6,58,26.3,32.7,23.8,6.1,37,1.3571,103.9037
East,Paya Lebar,12/2/2021,5.6,2.4,2.4,3.8,26.4,29,23.6,9.6,44.4,1.3571,103.9037
East,Paya Lebar,13/2/2021,0,0,0,0,27.8,33,25,15.2,35.2,1.3571,103.9037
East,Paya Lebar,14/2/2021,0.6,0.6,0.6,0.6,27.2,31.4,25,15.4,35.2,1.3571,103.9037
East,Paya Lebar,15/2/2021,0,0,0,0,27.2,31.5,24,17,38.9,1.3571,103.9037
East,Paya Lebar,16/2/2021,0,0,0,0,27.2,31.9,24,15.7,38.9,1.3571,103.9037
East,Paya Lebar,17/2/2021,0,0,0,0,27.2,31.7,23.5,17.8,42.6,1.3571,103.9037
East,Paya Lebar,18/2/2021,0,0,0,0,27.2,32.4,23.5,21.5,44.4,1.3571,103.9037
East,Paya Lebar,19/2/2021,0,0,0,0,27.4,31.6,24.7,22.7,46.3,1.3571,103.9037
East,Paya Lebar,20/2/2021,0,0,0,0,27.5,31.9,25,21.3,46.3,1.3571,103.9037
East,Paya Lebar,21/2/2021,0,0,0,0,27.4,32.1,24.6,17.1,42.6,1.3571,103.9037
East,Paya Lebar,22/2/2021,0,0,0,0,27.6,33,24.3,17.5,38.9,1.3571,103.9037
East,Paya Lebar,23/2/2021,0,0,0,0,27.3,32.9,24,15.7,37,1.3571,103.9037
East,Paya Lebar,24/2/2021,1.6,1.6,1.6,1.6,26.9,31.5,24.2,11.7,29.6,1.3571,103.9037
East,Paya Lebar,25/2/2021,0,0,0,0,28,34,24.6,11.3,27.8,1.3571,103.9037
East,Paya Lebar,26/2/2021,0,0,0,0,28.1,34.6,24.5,9.6,24.1,1.3571,103.9037
East,Paya Lebar,27/2/2021,0,0,0,0,28.5,33.2,24.6,7.6,22.2,1.3571,103.9037
East,Paya Lebar,28/2/2021,0,0,0,0,28.7,33.7,25.4,10.3,25.9,1.3571,103.9037
East,Paya Lebar,1/3/2021,3.6,0.8,1.2,1.8,24.2,25.5,23.1,4.9,16.7,1.3571,103.9037
East,Paya Lebar,2/3/2021,0,0,0,0,27.6,31.5,24.3,18.3,37,1.3571,103.9037
East,Paya Lebar,3/3/2021,0,0,0,0,28.9,34.6,25,13,35.2,1.3571,103.9037
East,Paya Lebar,4/3/2021,5,4.4,4.4,4.4,27.9,34.5,25.1,5.1,35.2,1.3571,103.9037
East,Paya Lebar,5/3/2021,0,0,0,0,30,34.9,26.9,7.9,31.5,1.3571,103.9037
East,Paya Lebar,6/3/2021,0.2,0.2,0.2,0.2,29.6,33.2,26.7,7.9,25.9,1.3571,103.9037
East,Paya Lebar,7/3/2021,4.2,3.2,3.6,3.6,28,33.3,23.8,8.3,40.7,1.3571,103.9037
East,Paya Lebar,8/3/2021,6,5.2,5.8,6,28.5,32.3,22.9,9,48.2,1.3571,103.9037
East,Paya Lebar,9/3/2021,0,0,0,0,NA,33.2,24.8,NA,29.6,1.3571,103.9037
East,Paya Lebar,10/3/2021,0,0,0,0,28.7,33.9,24.7,5.3,22.2,1.3571,103.9037
East,Paya Lebar,11/3/2021,7.6,5.4,6.6,6.6,26.9,31.7,24.4,6.5,27.8,1.3571,103.9037
