Region,Station,Date,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Latitude,Longitude
Northeast,Ang Mo Kio,12/4/2022,13.6,8,9.2,9.2,27.2,30.6,23.9,3.9,24.8,1.3793,103.85
Northeast,Ang Mo Kio,13/4/2022,0,0,0,0,28.4,32.7,26,4.5,27,1.3793,103.85
Northeast,Ang Mo Kio,14/4/2022,5.2,3.4,4.4,5,28.9,33.6,22.9,6,39.6,1.3793,103.85
Northeast,Ang Mo Kio,15/4/2022,6.6,2.4,3.8,4.8,28.6,32.2,24.6,5.7,38.5,1.3793,103.85
Northeast,Ang Mo Kio,16/4/2022,6.2,5.6,6.2,6.2,29.3,33.3,23.9,5,34.6,1.3793,103.85
Northeast,Ang Mo Kio,17/4/2022,14.8,8,8.6,8.6,28.6,34.4,25.6,5.4,33.5,1.3793,103.85
Northeast,Ang Mo Kio,18/4/2022,18.2,3.6,5.4,7.2,27.4,33.2,24.1,6.1,27,1.3793,103.85
Northeast,Ang Mo Kio,19/4/2022,36.6,28,32,33.4,27.3,33.5,23.6,4.4,40,1.3793,103.85
Northeast,Ang Mo Kio,20/4/2022,4,3.4,3.6,3.6,27.9,34,26,4,28.5,1.3793,103.85
Northeast,Ang Mo Kio,21/4/2022,13,9,9.6,11,26.1,27.7,24,3.7,29.1,1.3793,103.85
Northeast,Ang Mo Kio,22/4/2022,0,0,0,0,28.6,33.3,24.8,6.1,30.2,1.3793,103.85
Northeast,Ang Mo Kio,23/4/2022,28.8,24,28.6,28.8,28.4,34,23.1,4.6,42,1.3793,103.85
Northeast,Ang Mo Kio,24/4/2022,0,0,0,0,29.1,32.1,26.5,4.6,23,1.3793,103.85
Northeast,Ang Mo Kio,25/4/2022,26.8,15.6,16.2,16.2,28.2,32.7,24.6,4,32.4,1.3793,103.85
Northeast,Ang Mo Kio,26/4/2022,0,0,0,0,28.7,32.1,25.7,3.4,16.5,1.3793,103.85
Northeast,Ang Mo Kio,27/4/2022,0,0,0,0,28.2,33.1,26.6,4.1,27.4,1.3793,103.85
Northeast,Ang Mo Kio,28/4/2022,15.6,11.4,11.8,11.8,28.2,34,24.9,3.7,27,1.3793,103.85
Northeast,Ang Mo Kio,29/4/2022,0,0,0,0,29.3,33.7,25.9,4.8,25.2,1.3793,103.85
Northeast,Ang Mo Kio,30/4/2022,38.6,21,33,38.4,28.1,33.5,24.6,4.3,31.7,1.3793,103.85
Northeast,Ang Mo Kio,1/5/2022,0.2,0.2,0.2,0.2,28,33.7,24.9,6.6,29.8,1.3793,103.85
Northeast,Ang Mo Kio,2/5/2022,3.6,2.2,2.6,3,27.4,32,25.5,8.4,35.9,1.3793,103.85
Northeast,Ang Mo Kio,3/5/2022,69.4,48.4,67.2,69.2,27.3,33.6,22.2,5,41.1,1.3793,103.85
Northeast,Ang Mo Kio,4/5/2022,0,0,0,0,27.8,30.5,26,5.9,27.4,1.3793,103.85
Northeast,Ang Mo Kio,5/5/2022,0,0,0,0,29.7,32.6,27.3,5.4,21.3,1.3793,103.85
Northeast,Ang Mo Kio,6/5/2022,1.8,1.8,1.8,1.8,28.1,32.7,25.8,4.3,27.4,1.3793,103.85
Northeast,Ang Mo Kio,7/5/2022,0.8,0.4,0.4,0.4,27.7,31.3,25.7,5.7,50,1.3793,103.85
Northeast,Ang Mo Kio,8/5/2022,0,0,0,0,27.9,31.5,25.3,4.3,18,1.3793,103.85
Northeast,Ang Mo Kio,9/5/2022,6.4,6.2,6.4,6.4,27.1,32,23.6,4.7,38.5,1.3793,103.85
Northeast,Ang Mo Kio,10/5/2022,35.6,18.8,28,34.4,26.5,29.4,23.3,4.6,22.4,1.3793,103.85
Northeast,Ang Mo Kio,11/5/2022,29.8,16,22.6,25.6,25.2,27.3,22.2,4.2,37.8,1.3793,103.85
Northeast,Ang Mo Kio,12/5/2022,3.8,1.6,2.6,3.6,26.3,30.3,24.1,4,28.2,1.3793,103.85
Northeast,Ang Mo Kio,13/5/2022,0,0,0,0,30,35.6,26.8,4.1,19.8,1.3793,103.85
Northeast,Ang Mo Kio,14/5/2022,0,0,0,0,29.8,34.7,27.3,6.1,30.6,1.3793,103.85
Northeast,Ang Mo Kio,15/5/2022,2.8,1.6,1.6,1.6,28.7,33.9,24.4,5.1,29.8,1.3793,103.85
Northeast,Ang Mo Kio,16/5/2022,56.6,18,22.2,40.4,27.1,30.9,23.5,4.9,30.2,1.3793,103.85
Northeast,Ang Mo Kio,17/5/2022,0,0,0,0,29.4,33.6,25.7,5.2,22.6,1.3793,103.85
Northeast,Ang Mo Kio,18/5/2022,0,0,0,0,30.4,34.9,27.1,5.8,23.7,1.3793,103.85
Northeast,Ang Mo Kio,19/5/2022,4.8,3.2,4,4.6,28.3,32.7,25.4,5.2,28.2,1.3793,103.85
Northeast,Ang Mo Kio,20/5/2022,1.2,1.2,1.2,1.2,28.1,33.8,25.4,3.9,32.4,1.3793,103.85
Northeast,Ang Mo Kio,21/5/2022,0,0,0,0,29.2,34,25.9,4.5,23.7,1.3793,103.85
Northeast,Ang Mo Kio,22/5/2022,0,0,0,0,29.9,33.3,27.3,5.6,28.5,1.3793,103.85
Northeast,Ang Mo Kio,23/5/2022,1.6,1.4,1.6,1.6,29.4,33.5,25.4,4.7,27,1.3793,103.85
Northeast,Ang Mo Kio,24/5/2022,0,0,0,0,29.5,34,25.8,5.6,28.9,1.3793,103.85
Northeast,Ang Mo Kio,25/5/2022,20.2,15.6,16.8,18.6,27.8,34.5,24.3,6.1,43.2,1.3793,103.85
Northeast,Ang Mo Kio,26/5/2022,0,0,0,0,28.9,33.7,24.6,4.8,22.4,1.3793,103.85
Northeast,Ang Mo Kio,27/5/2022,0,0,0,0,30.2,34.9,27.4,5.5,27,1.3793,103.85
Northeast,Ang Mo Kio,28/5/2022,0,0,0,0,29.7,33.1,27,6.4,29.1,1.3793,103.85
Northeast,Ang Mo Kio,29/5/2022,0,0,0,0,30.8,35.2,28.1,5.9,26.7,1.3793,103.85
Northeast,Ang Mo Kio,30/5/2022,0,0,0,0,30.9,35.6,27.4,5.5,23.7,1.3793,103.85
Northeast,Ang Mo Kio,31/5/2022,0,0,0,0,30.3,35.1,27.7,5.4,24.1,1.3793,103.85
Northeast,Ang Mo Kio,1/6/2022,0,0,0,0,28.2,32.6,25.6,7.2,35,1.3793,103.85
Northeast,Ang Mo Kio,2/6/2022,11.4,2.2,3.4,4.4,26,29.7,24.4,5,30.2,1.3793,103.85
Northeast,Ang Mo Kio,3/6/2022,0,0,0,0,27.2,31.7,25.3,3.7,17.6,1.3793,103.85
Northeast,Ang Mo Kio,4/6/2022,43,35.2,41.6,42.6,27.8,34.7,23,4.8,55.4,1.3793,103.85
Northeast,Ang Mo Kio,5/6/2022,0,0,0,0,30.2,34.5,27.9,6,24.4,1.3793,103.85
Northeast,Ang Mo Kio,6/6/2022,0,0,0,0,28.8,32.1,25.6,5.3,25.9,1.3793,103.85
Northeast,Ang Mo Kio,7/6/2022,0,0,0,0,28.7,32.3,26.7,4.3,22,1.3793,103.85
Northeast,Ang Mo Kio,8/6/2022,0,0,0,0,29.2,33,26,5.6,24.4,1.3793,103.85
Northeast,Ang Mo Kio,9/6/2022,0,0,0,0,28.6,33.4,25.2,4.8,26.3,1.3793,103.85
Northeast,Ang Mo Kio,10/6/2022,4,1,1.6,2.4,26.1,30.7,24.7,4.2,40.7,1.3793,103.85
Northeast,Ang Mo Kio,11/6/2022,2.4,1.2,1.4,1.4,26.7,31.2,25,4.2,22.4,1.3793,103.85
Northeast,Ang Mo Kio,12/6/2022,2.6,2,2.6,2.6,26.9,33.1,24.6,3.6,24.8,1.3793,103.85
Northeast,Ang Mo Kio,13/6/2022,20,11,11.2,11.2,27.2,32.3,24.1,3.7,33.9,1.3793,103.85
Northeast,Ang Mo Kio,14/6/2022,0.4,0.4,0.4,0.4,28.2,32,25.2,5,30.6,1.3793,103.85
Northeast,Ang Mo Kio,15/6/2022,3.6,2,2,2,28,31.7,24.7,4.6,28.5,1.3793,103.85
Northeast,Ang Mo Kio,16/6/2022,45.4,28.2,36.2,44.6,26.2,29.6,22.8,4.6,35.6,1.3793,103.85
Northeast,Ang Mo Kio,17/6/2022,0,0,0.4,0.6,NA,NA,NA,NA,NA,1.3793,103.85
Northeast,Ang Mo Kio,18/6/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3793,103.85
Northeast,Ang Mo Kio,19/6/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3793,103.85
Northeast,Ang Mo Kio,20/6/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3793,103.85
Northeast,Ang Mo Kio,21/6/2022,0.8,0.8,0.8,0.8,27.3,30.3,24.3,4.5,29.8,1.3793,103.85
Northeast,Ang Mo Kio,22/6/2022,3,3,3,3,28.1,31.3,25.5,5.6,26.3,1.3793,103.85
Northeast,Ang Mo Kio,23/6/2022,7,2.6,3.2,3.6,27.2,29.5,25,4.4,24.1,1.3793,103.85
Northeast,Ang Mo Kio,24/6/2022,0,0,0,0,27.7,31,24.8,4.6,24.1,1.3793,103.85
Northeast,Ang Mo Kio,25/6/2022,7,5,6.8,7,26.9,29.2,24.1,4.6,28.2,1.3793,103.85
Northeast,Ang Mo Kio,26/6/2022,0,0,0,0,28.9,33.1,26.4,5.3,25.2,1.3793,103.85
Northeast,Ang Mo Kio,27/6/2022,0,0,0,0,29.5,33.3,27.3,5.4,25.9,1.3793,103.85
Northeast,Ang Mo Kio,28/6/2022,0,0,0,0,28.1,32.8,25.8,4.7,34.6,1.3793,103.85
Northeast,Ang Mo Kio,29/6/2022,0,0,0,0,28.9,33,25.7,6,26.7,1.3793,103.85
Northeast,Ang Mo Kio,30/6/2022,4.4,2.4,3.4,4,27.5,29.8,24.4,6.4,40.4,1.3793,103.85
Northeast,Ang Mo Kio,1/7/2022,76,44.2,71.6,74.8,27.4,32.4,24.5,6.1,28.9,1.3793,103.85
Northeast,Ang Mo Kio,2/7/2022,1.6,0.8,1.2,1.6,26.4,29.2,24.5,6.5,24.4,1.3793,103.85
Northeast,Ang Mo Kio,3/7/2022,55.8,36,50.6,55,27,32.4,23.8,6.1,31.7,1.3793,103.85
Northeast,Ang Mo Kio,4/7/2022,0.2,0.2,0.2,0.2,26.4,27.9,24.8,5,24.4,1.3793,103.85
Northeast,Ang Mo Kio,5/7/2022,19.4,15,17,17.6,27.7,31.4,23.5,5.8,35,1.3793,103.85
Northeast,Ang Mo Kio,6/7/2022,1.4,0.6,0.6,1,27.7,30,26.1,3.8,22,1.3793,103.85
Northeast,Ang Mo Kio,7/7/2022,0,0,0,0,30,33.6,27.2,5.6,26.7,1.3793,103.85
Northeast,Ang Mo Kio,8/7/2022,0,0,0,0,28.9,32.2,25.9,6.5,28.5,1.3793,103.85
Northeast,Ang Mo Kio,9/7/2022,0.6,0.6,0.6,0.6,27.4,30.1,26.4,5.6,29.8,1.3793,103.85
Northeast,Ang Mo Kio,10/7/2022,9.6,5.4,5.8,7,25.4,28.7,23.9,3.9,27.8,1.3793,103.85
Northeast,Ang Mo Kio,11/7/2022,65,35.6,55.2,64.8,26.6,33.5,23.4,4.2,25.2,1.3793,103.85
Northeast,Ang Mo Kio,12/7/2022,2.6,2.6,2.6,2.6,27.2,32,25.3,4.4,28.2,1.3793,103.85
Northeast,Ang Mo Kio,13/7/2022,0,0,0,0,29.1,32,26.8,5.4,24.1,1.3793,103.85
Northeast,Ang Mo Kio,14/7/2022,0,0,0,0,29.2,33.8,27.7,5.3,28.2,1.3793,103.85
Northeast,Ang Mo Kio,15/7/2022,1.4,1.4,1.4,1.4,29.1,32.3,27.4,6.1,26.7,1.3793,103.85
Northeast,Ang Mo Kio,16/7/2022,0,0,0,0,29.6,32.6,27.7,7,33.2,1.3793,103.85
Northeast,Ang Mo Kio,17/7/2022,0,0,0,0,30.1,33.8,28.3,8.8,28.9,1.3793,103.85
Northeast,Ang Mo Kio,18/7/2022,0,0,0,0,30,33.4,28.2,7.7,27,1.3793,103.85
Northeast,Ang Mo Kio,19/7/2022,0,0,0,0,30.1,33.9,28,8.7,26.7,1.3793,103.85
Northeast,Ang Mo Kio,20/7/2022,12.8,8.4,10,10.2,27.1,30,22.5,6.3,43.9,1.3793,103.85
Northeast,Ang Mo Kio,21/7/2022,0.2,0.2,0.2,0.2,28.5,33,26.4,4.8,32.8,1.3793,103.85
Northeast,Ang Mo Kio,22/7/2022,31.6,27,30.8,31.4,27.5,31.6,23.8,4.4,33.9,1.3793,103.85
Northeast,Ang Mo Kio,23/7/2022,0,0,0,0,28.4,33.5,25.8,4.3,27.4,1.3793,103.85
Northeast,Ang Mo Kio,24/7/2022,14.6,7.8,8.2,8.8,27,32.2,24.1,4.1,23,1.3793,103.85
Northeast,Ang Mo Kio,25/7/2022,4.2,3.6,3.8,4,27,30.6,24.9,3.7,22.6,1.3793,103.85
Northeast,Ang Mo Kio,26/7/2022,8,5,5,5,26.7,29.9,23.8,5.2,29.8,1.3793,103.85
Northeast,Ang Mo Kio,27/7/2022,0,0,0,0,29.3,32.6,26.4,6.8,31.3,1.3793,103.85
Northeast,Ang Mo Kio,28/7/2022,8.6,4.2,4.4,8.6,28.7,31.2,25.6,6.5,29.8,1.3793,103.85
Northeast,Ang Mo Kio,29/7/2022,21.6,8.8,10.8,12,27.6,31.8,23.6,5.7,49.3,1.3793,103.85
Northeast,Ang Mo Kio,30/7/2022,0,0,0,0,28.8,32.5,25.2,6.7,27.4,1.3793,103.85
Northeast,Ang Mo Kio,31/7/2022,0,0,0,0,28.6,32.7,26.1,6.4,32,1.3793,103.85
Northeast,Ang Mo Kio,1/8/2022,0.2,0.2,0.2,0.2,27.2,30.8,25.2,7.5,31.7,1.3793,103.85
Northeast,Ang Mo Kio,2/8/2022,0.8,0.4,0.6,0.6,26.6,31,24.1,5.6,28.5,1.3793,103.85
Northeast,Ang Mo Kio,3/8/2022,0,0,0,0,27.9,31.9,25.3,5.6,25.2,1.3793,103.85
Northeast,Ang Mo Kio,4/8/2022,0,0,0,0,27.9,34.9,24.9,5,32.8,1.3793,103.85
Northeast,Ang Mo Kio,5/8/2022,1,0.2,0.4,0.6,28.1,30.3,25.7,5.3,24.4,1.3793,103.85
Northeast,Ang Mo Kio,6/8/2022,11.4,7.4,10.6,11.4,28.3,34.2,24.6,4.8,24.1,1.3793,103.85
Northeast,Ang Mo Kio,7/8/2022,20.6,16.2,19.8,20.6,28.7,32.2,23.4,6.6,52.2,1.3793,103.85
Northeast,Ang Mo Kio,8/8/2022,0,0,0,0,29.6,32.9,28,7.5,32,1.3793,103.85
Northeast,Ang Mo Kio,9/8/2022,0,0,0,0,28.6,32.5,26.4,4,25.9,1.3793,103.85
Northeast,Ang Mo Kio,10/8/2022,0,0,0,0,27.5,32,24.2,4.5,20.9,1.3793,103.85
Northeast,Ang Mo Kio,11/8/2022,37.4,33.6,36,36.4,26,32.4,23.8,3.8,38.5,1.3793,103.85
Northeast,Ang Mo Kio,12/8/2022,9.6,8.2,8.4,8.6,26.4,30.3,24.4,4.8,23,1.3793,103.85
Northeast,Ang Mo Kio,13/8/2022,17,14,16.8,17,27.9,30.8,24.8,5,26.7,1.3793,103.85
Northeast,Ang Mo Kio,14/8/2022,9.8,9.4,9.8,9.8,28.2,34.2,22.9,4,36.7,1.3793,103.85
Northeast,Ang Mo Kio,15/8/2022,0,0,0,0,29.1,32.3,26.3,5.5,27.4,1.3793,103.85
Northeast,Ang Mo Kio,16/8/2022,15,14.4,15,15,27.8,31,22.6,4.7,40.7,1.3793,103.85
Northeast,Ang Mo Kio,17/8/2022,0,0,0,0,29.4,33.4,26.6,7,31.3,1.3793,103.85
Northeast,Ang Mo Kio,18/8/2022,7.8,4,7.6,7.6,29,32.7,24.9,6.8,36.7,1.3793,103.85
Northeast,Ang Mo Kio,19/8/2022,0,0,0,0,29,31.8,26.2,6.5,29.4,1.3793,103.85
Northeast,Ang Mo Kio,20/8/2022,7.8,4,5,5,28.1,31.6,25.5,5.8,29.8,1.3793,103.85
Northeast,Ang Mo Kio,21/8/2022,34.8,20.8,27.4,34.2,26.7,29.7,23,5.9,41.9,1.3793,103.85
Northeast,Ang Mo Kio,22/8/2022,0,0,0,0,29.2,33.6,26.3,6.1,26.7,1.3793,103.85
Northeast,Ang Mo Kio,23/8/2022,41,26,35,39,26.5,28.3,23.9,4.8,30.9,1.3793,103.85
Northeast,Ang Mo Kio,24/8/2022,5.4,4.8,5.2,5.4,27.5,32.4,24,5.1,42.8,1.3793,103.85
Northeast,Ang Mo Kio,25/8/2022,3.6,2.8,2.8,3,27.5,30.7,25.2,5.2,38.5,1.3793,103.85
Northeast,Ang Mo Kio,26/8/2022,7.4,3,3,3,25.8,26.5,24.4,4.1,22,1.3793,103.85
Northeast,Ang Mo Kio,27/8/2022,56.4,26.8,41.2,52.6,26,33,22.9,3.6,34.6,1.3793,103.85
Northeast,Ang Mo Kio,28/8/2022,5.4,4.6,5.4,5.4,26.7,31.5,24.3,3.9,28.9,1.3793,103.85
Northeast,Ang Mo Kio,29/8/2022,4.8,2,2.2,2.4,26.8,30.5,24,4.1,20.6,1.3793,103.85
Northeast,Ang Mo Kio,30/8/2022,0.8,0.6,0.8,0.8,27.2,29.6,26.2,5.1,22.4,1.3793,103.85
Northeast,Ang Mo Kio,31/8/2022,0,0,0,0,28.9,33.4,25.2,5.2,26.3,1.3793,103.85
Northeast,Ang Mo Kio,1/9/2022,0.4,0.4,0.4,0.4,27.6,31.2,25.3,7.9,34.6,1.3793,103.85
Northeast,Ang Mo Kio,2/9/2022,20,9.2,9.4,10.8,25.9,31.6,24,4.6,39.3,1.3793,103.85
Northeast,Ang Mo Kio,3/9/2022,0.6,0.6,0.6,0.6,27.8,31.5,25.7,7.3,32,1.3793,103.85
Northeast,Ang Mo Kio,4/9/2022,2.6,1.4,1.6,2.6,26.7,30.8,23.2,4.6,40.4,1.3793,103.85
Northeast,Ang Mo Kio,5/9/2022,6.4,6.4,6.4,6.4,29.4,33.7,24.9,9,37.4,1.3793,103.85
Northeast,Ang Mo Kio,6/9/2022,0,0,0,0,27.6,31.8,25.7,3.9,35.2,1.3793,103.85
Northeast,Ang Mo Kio,7/9/2022,0,0,0,0,30.1,33.5,27.4,5,23,1.3793,103.85
Northeast,Ang Mo Kio,8/9/2022,0,0,0,0,29.7,33.1,27.4,7.1,24.4,1.3793,103.85
Northeast,Ang Mo Kio,9/9/2022,2.8,1,1.4,2.2,26.8,28.2,25.4,4.6,21.7,1.3793,103.85
Northeast,Ang Mo Kio,10/9/2022,0.2,0.2,0.2,0.2,28.1,31.8,25.3,4.8,19.8,1.3793,103.85
Northeast,Ang Mo Kio,11/9/2022,0.2,0.2,0.2,0.2,26.2,28.4,24.5,4.9,23,1.3793,103.85
Northeast,Ang Mo Kio,12/9/2022,0.2,0.2,0.2,0.2,26.3,29.3,24.1,5.3,29.1,1.3793,103.85
Northeast,Ang Mo Kio,13/9/2022,1.2,0.6,0.6,0.6,27.3,31.3,24.4,5.4,28.9,1.3793,103.85
Northeast,Ang Mo Kio,14/9/2022,0,0,0,0,27,29.3,25.7,8,43.5,1.3793,103.85
Northeast,Ang Mo Kio,15/9/2022,0,0,0,0,28.2,31.4,25.7,5.1,25.6,1.3793,103.85
Northeast,Ang Mo Kio,16/9/2022,0,0,0,0,29.1,32.7,26.2,5.3,25.6,1.3793,103.85
Northeast,Ang Mo Kio,17/9/2022,0.8,0.8,0.8,0.8,28.7,30.7,26.8,5.1,29.8,1.3793,103.85
Northeast,Ang Mo Kio,18/9/2022,60.4,18.8,29.8,41.8,26,28.3,22.5,5.1,31.3,1.3793,103.85
Northeast,Ang Mo Kio,19/9/2022,0,0,0,0,27.8,30.4,25.5,4.8,21.7,1.3793,103.85
Northeast,Ang Mo Kio,20/9/2022,19.4,17,19.2,19.4,27.3,29.3,22.8,3.9,35.6,1.3793,103.85
Northeast,Ang Mo Kio,21/9/2022,0,0,0,0,28.9,33,25.8,5.4,26.7,1.3793,103.85
Northeast,Ang Mo Kio,22/9/2022,41.4,15,19.2,36.6,26.9,29,22.6,6.8,42,1.3793,103.85
Northeast,Ang Mo Kio,23/9/2022,0,0,0,0,29.2,33.4,26.5,5.1,29.4,1.3793,103.85
Northeast,Ang Mo Kio,24/9/2022,1.2,0.8,0.8,1,28,31.6,25.4,4.9,25.6,1.3793,103.85
Northeast,Ang Mo Kio,25/9/2022,46.6,14.6,17.4,29,26.8,30.3,22.3,5.6,44.3,1.3793,103.85
Northeast,Ang Mo Kio,26/9/2022,0,0,0,0,28.1,30.7,25.7,4.9,27,1.3793,103.85
Northeast,Ang Mo Kio,27/9/2022,0,0,0,0,28.8,32.7,25.4,5.1,27.4,1.3793,103.85
Northeast,Ang Mo Kio,28/9/2022,0,0,0,0,29.1,32.8,26.1,5.3,24.8,1.3793,103.85
Northeast,Ang Mo Kio,29/9/2022,36.4,32.2,36,36.4,28.1,31.4,23.1,4.3,27,1.3793,103.85
Northeast,Ang Mo Kio,30/9/2022,0,0,0,0,29,33.1,26.3,6.1,30.6,1.3793,103.85
Northeast,Ang Mo Kio,1/10/2022,0,0,0,0,27.6,32,25.2,8.4,34.3,1.3793,103.85
Northeast,Ang Mo Kio,2/10/2022,16.4,2.2,3,4.4,24.4,25.5,23.5,4.6,19.8,1.3793,103.85
Northeast,Ang Mo Kio,3/10/2022,14.2,12.6,14.2,14.2,27.5,31.7,22.5,7.3,35,1.3793,103.85
Northeast,Ang Mo Kio,4/10/2022,12.6,11.6,12.6,12.6,27.2,33,24.5,4.2,23,1.3793,103.85
Northeast,Ang Mo Kio,5/10/2022,0,0,0,0,30.3,34.4,27,7.8,31.7,1.3793,103.85
Northeast,Ang Mo Kio,6/10/2022,1.6,1.6,1.6,1.6,28.6,34.4,25,3.8,33.2,1.3793,103.85
Northeast,Ang Mo Kio,7/10/2022,14,8,13.8,14,28.1,29.7,23.6,5.9,36.3,1.3793,103.85
Northeast,Ang Mo Kio,8/10/2022,0,0,0,0,29.8,33.1,27.8,7.8,31.3,1.3793,103.85
Northeast,Ang Mo Kio,9/10/2022,0,0,0,0,28.4,32.2,26.1,5.4,20.9,1.3793,103.85
Northeast,Ang Mo Kio,10/10/2022,39.4,18.4,29.2,36.8,26.8,29.8,22.6,5.6,40.7,1.3793,103.85
Northeast,Ang Mo Kio,11/10/2022,10.8,2.2,3.8,7.4,26.7,30.8,24.2,4.1,25.6,1.3793,103.85
Northeast,Ang Mo Kio,12/10/2022,0.4,0.2,0.2,0.4,26.8,30.4,24.4,3.9,17.6,1.3793,103.85
Northeast,Ang Mo Kio,13/10/2022,0,0,0,0,28.9,33.2,25.5,5.5,29.1,1.3793,103.85
Northeast,Ang Mo Kio,14/10/2022,3.6,3.4,3.6,3.6,27.8,31.5,25.5,6.6,32.8,1.3793,103.85
Northeast,Ang Mo Kio,15/10/2022,0,0,0,0,28.8,32.9,26.1,6.9,34.6,1.3793,103.85
Northeast,Ang Mo Kio,16/10/2022,52.8,16.6,32.6,43,27.3,31.4,23,6.1,39.6,1.3793,103.85
Northeast,Ang Mo Kio,17/10/2022,11.6,6.8,11,11.6,28.4,33.1,23.7,5.2,30.6,1.3793,103.85
Northeast,Ang Mo Kio,18/10/2022,0,0,0,0,28.9,32.3,25.7,4.6,18.7,1.3793,103.85
Northeast,Ang Mo Kio,19/10/2022,0.6,0.6,0.6,0.6,29,32.3,26.6,4.2,17.2,1.3793,103.85
Northeast,Ang Mo Kio,20/10/2022,0,0,0,0,30,34.2,26.9,5.5,24.8,1.3793,103.85
Northeast,Ang Mo Kio,21/10/2022,22.4,8.6,15.2,19.8,26.7,30.4,22.7,4,27,1.3793,103.85
Northeast,Ang Mo Kio,22/10/2022,5.4,1.6,2.2,2.6,26.5,32.3,24,5,18.7,1.3793,103.85
Northeast,Ang Mo Kio,23/10/2022,0,0,0.2,0.2,26.9,30.4,24,4.9,23.7,1.3793,103.85
Northeast,Ang Mo Kio,24/10/2022,1,0.4,0.6,0.8,27.1,29.7,25.6,4.6,19.1,1.3793,103.85
Northeast,Ang Mo Kio,25/10/2022,27.6,20,22,23.4,26.8,31.2,22.7,5.7,43.9,1.3793,103.85
Northeast,Ang Mo Kio,26/10/2022,2.8,2.4,2.4,2.4,25.9,28.9,23.4,5.2,29.4,1.3793,103.85
Northeast,Ang Mo Kio,27/10/2022,2.2,1,1.4,2.2,27.9,32.4,24.4,8,33.5,1.3793,103.85
Northeast,Ang Mo Kio,28/10/2022,0.8,0.6,0.6,0.6,28.2,33.5,25.4,6.8,32.8,1.3793,103.85
Northeast,Ang Mo Kio,29/10/2022,0,0,0,0,28.3,33.1,25.8,5.4,25.6,1.3793,103.85
Northeast,Ang Mo Kio,30/10/2022,46.6,26.4,30.6,43.2,28.3,33.3,23.3,5.4,32.8,1.3793,103.85
Northeast,Ang Mo Kio,31/10/2022,8.2,19.6,32,37.8,27.4,32.3,23.3,6.1,25.2,1.3793,103.85
Northeast,Ang Mo Kio,1/11/2022,0,0,0,0,27.5,32,24.9,7.6,31.3,1.3793,103.85
Northeast,Ang Mo Kio,2/11/2022,5.4,2.6,3,4,25.3,28.8,23.2,5,31.7,1.3793,103.85
Northeast,Ang Mo Kio,3/11/2022,2.8,1.4,1.8,2.6,27.6,33.7,25.7,5.6,25.6,1.3793,103.85
Northeast,Ang Mo Kio,4/11/2022,16.2,10.4,15.8,16,26.7,31.7,23.4,3.7,35.9,1.3793,103.85
Northeast,Ang Mo Kio,5/11/2022,27.4,8.6,13.6,23,27.9,30.7,24.1,4.5,30.2,1.3793,103.85
Northeast,Ang Mo Kio,6/11/2022,21,14.4,18.6,20.4,27.3,31.8,23.1,6.1,29.8,1.3793,103.85
Northeast,Ang Mo Kio,7/11/2022,0,0,0,0,28.8,32.6,26.1,5.2,25.9,1.3793,103.85
Northeast,Ang Mo Kio,8/11/2022,0,0,0,0,30.2,34.1,28.1,7.5,31.3,1.3793,103.85
Northeast,Ang Mo Kio,9/11/2022,0.6,0.6,0.6,0.6,27.4,29.8,25.5,5.4,30.9,1.3793,103.85
Northeast,Ang Mo Kio,10/11/2022,5,3,4.2,4.8,28.3,33,24.7,4.3,27.8,1.3793,103.85
Northeast,Ang Mo Kio,11/11/2022,0,0,0,0,27.1,32,25,4.6,25.6,1.3793,103.85
Northeast,Ang Mo Kio,12/11/2022,50.2,32.6,40.8,42.8,25.3,26.7,23.2,4.2,33.5,1.3793,103.85
Northeast,Ang Mo Kio,13/11/2022,66,43.4,58.2,65.4,26.1,30.4,23.5,3.3,29.8,1.3793,103.85
Northeast,Ang Mo Kio,14/11/2022,38,15.6,24.2,34,27.1,32.5,23.2,4.5,29.1,1.3793,103.85
Northeast,Ang Mo Kio,15/11/2022,1.2,0.6,0.8,0.8,27.8,31.8,23.9,6.9,41.9,1.3793,103.85
Northeast,Ang Mo Kio,16/11/2022,46.4,27.6,32.4,44.6,27.3,35.6,24,5,38.9,1.3793,103.85
Northeast,Ang Mo Kio,17/11/2022,0,0,0,0,27.9,32,24.5,4.8,22.6,1.3793,103.85
Northeast,Ang Mo Kio,18/11/2022,0,0,0,0,28.6,31.9,26.3,6.4,32.4,1.3793,103.85
Northeast,Ang Mo Kio,19/11/2022,7.2,2,3.2,4.6,26,27.4,23.1,4.6,30.6,1.3793,103.85
Northeast,Ang Mo Kio,20/11/2022,0.2,0.2,0.2,0.2,27.6,31,24.4,7.4,35,1.3793,103.85
Northeast,Ang Mo Kio,21/11/2022,6,5.4,5.8,5.8,28.2,32.4,23.7,7.5,34.6,1.3793,103.85
